0	0	1
0	0.200401	1
0	0.400802	1
0	0.601202	1
0	0.801603	1
0	1.002	1
0	1.2024	1
0	1.40281	1
0	1.60321	1
0	1.80361	1
0	2.00401	1
0	2.20441	1
0	2.40481	1
0	2.60521	1
0	2.80561	1
0	3.00601	1
0	3.20641	1
0	3.40681	1
0	3.60721	1
0	3.80762	1
0	4.00802	1
0	4.20842	1
0	4.40882	1
0	4.60922	1
0	4.80962	1
0	5.01002	1
0	5.21042	1
0	5.41082	1
0	5.61122	1
0	5.81162	1
0	6.01202	1
0	6.21242	1
0	6.41283	1
0	6.61323	1
0	6.81363	1
0	7.01403	1
0	7.21443	1
0	7.41483	1
0	7.61523	1
0	7.81563	1
0	8.01603	1
0	8.21643	1
0	8.41683	1
0	8.61723	1
0	8.81764	1
0	9.01804	1
0	9.21844	1
0	9.41884	1
0	9.61924	1
0	9.81964	1
0	10.02	1
0	10.2204	1
0	10.4208	1
0	10.6212	1
0	10.8216	1
0	11.022	1
0	11.2224	1
0	11.4228	1
0	11.6232	1
0	11.8236	1
0	12.024	1
0	12.2244	1
0	12.4248	1
0	12.6253	1
0	12.8257	1
0	13.0261	1
0	13.2265	1
0	13.4269	1
0	13.6273	1
0	13.8277	1
0	14.0281	1
0	14.2285	1
0	14.4289	1
0	14.6293	1
0	14.8297	1
0	15.0301	1
0	15.2305	1
0	15.4309	1
0	15.6313	1
0	15.8317	1
0	16.0321	1
0	16.2325	1
0	16.4329	1
0	16.6333	1
0	16.8337	1
0	17.0341	1
0	17.2345	1
0	17.4349	1
0	17.6353	1
0	17.8357	1
0	18.0361	1
0	18.2365	1
0	18.4369	1
0	18.6373	1
0	18.8377	1
0	19.0381	1
0	19.2385	1
0	19.4389	1
0	19.6393	1
0	19.8397	1
0	20.0401	1
0	20.2405	1
0	20.4409	1
0	20.6413	1
0	20.8417	1
0	21.0421	1
0	21.2425	1
0	21.4429	1
0	21.6433	1
0	21.8437	1
0	22.0441	1
0	22.2445	1
0	22.4449	1
0	22.6453	1
0	22.8457	1
0	23.0461	1
0	23.2465	1
0	23.4469	1
0	23.6473	1
0	23.8477	1
0	24.0481	1
0	24.2485	1
0	24.4489	1
0	24.6493	1
0	24.8497	1
0	25.0501	1
0	25.2505	1
0	25.4509	1
0	25.6513	1
0	25.8517	1
0	26.0521	1
0	26.2525	1
0	26.4529	1
0	26.6533	1
0	26.8537	1
0	27.0541	1
0	27.2545	1
0	27.4549	1
0	27.6553	1
0	27.8557	1
0	28.0561	1
0	28.2565	1
0	28.4569	1
0	28.6573	1
0	28.8577	1
0	29.0581	1
0	29.2585	1
0	29.4589	1
0	29.6593	1
0	29.8597	1
0	30.0601	1
0	30.2605	1
0	30.4609	1
0	30.6613	1
0	30.8617	1
0	31.0621	1
0	31.2625	1
0	31.4629	1
0	31.6633	1
0	31.8637	1
0	32.0641	1
0	32.2645	1
0	32.4649	1
0	32.6653	1
0	32.8657	1
0	33.0661	1
0	33.2665	1
0	33.4669	1
0	33.6673	1
0	33.8677	1
0	34.0681	1
0	34.2685	1
0	34.4689	1
0	34.6693	1
0	34.8697	1
0	35.0701	1
0	35.2705	1
0	35.4709	1
0	35.6713	1
0	35.8717	1
0	36.0721	1
0	36.2725	1
0	36.4729	1
0	36.6733	1
0	36.8737	1
0	37.0741	1
0	37.2745	1
0	37.4749	1
0	37.6754	1
0	37.8758	1
0	38.0762	1
0	38.2766	1
0	38.477	1
0	38.6774	1
0	38.8778	1
0	39.0782	1
0	39.2786	1
0	39.479	1
0	39.6794	1
0	39.8798	1
0	40.0802	1
0	40.2806	1
0	40.481	1
0	40.6814	1
0	40.8818	1
0	41.0822	1
0	41.2826	1
0	41.483	1
0	41.6834	1
0	41.8838	1
0	42.0842	1
0	42.2846	1
0	42.485	1
0	42.6854	1
0	42.8858	1
0	43.0862	1
0	43.2866	1
0	43.487	1
0	43.6874	1
0	43.8878	1
0	44.0882	1
0	44.2886	1
0	44.489	1
0	44.6894	1
0	44.8898	1
0	45.0902	1
0	45.2906	1
0	45.491	1
0	45.6914	1
0	45.8918	1
0	46.0922	1
0	46.2926	1
0	46.493	1
0	46.6934	1
0	46.8938	1
0	47.0942	1
0	47.2946	1
0	47.495	1
0	47.6954	1
0	47.8958	1
0	48.0962	1
0	48.2966	1
0	48.497	1
0	48.6974	1
0	48.8978	1
0	49.0982	1
0	49.2986	1
0	49.499	1
0	49.6994	1
0	49.8998	1
0	50.1002	0
0	50.3006	0
0	50.501	0
0	50.7014	0
0	50.9018	0
0	51.1022	0
0	51.3026	0
