40.0236	0
40.0472	6e-07
40.0943	1.2e-06
40.1887	1.8e-06
40.3773	2.4e-06
40.7547	3e-06
41.5093	3.6e-06
43.0186	4.2e-06
46.0372	4.8e-06
52.0744	5.4e-06
64.1488	6e-06


41.1166	0
41.1805	6e-07
41.3083	1.2e-06
41.5641	1.8e-06
42.0755	2.4e-06
43.0983	3e-06
45.144	3.6e-06
49.2353	4.2e-06
57.418	4.8e-06
73.7835	5.4e-06
106.514	6e-06


42.2604	0
42.4155	6e-07
42.7257	1.2e-06
43.3462	1.8e-06
44.5871	2.4e-06
47.069	3e-06
52.0327	3.6e-06
61.9601	4.2e-06
81.815	4.8e-06
121.525	5.4e-06
200.944	6e-06


43.4948	0
43.8317	6e-07
44.5055	1.2e-06
45.8531	1.8e-06
48.5484	2.4e-06
53.9388	3e-06
64.7198	3.6e-06
86.2816	4.2e-06
129.405	4.8e-06
215.653	5.4e-06
388.148	6e-06


44.8655	0
45.5205	6e-07
46.8305	1.2e-06
49.4504	1.8e-06
54.6903	2.4e-06
65.1702	3e-06
86.1298	3.6e-06
128.049	4.2e-06
211.888	4.8e-06
379.565	5.4e-06
714.919	6e-06


46.403	0
47.5428	6e-07
49.8225	1.2e-06
54.3818	1.8e-06
63.5004	2.4e-06
81.7377	3e-06
118.212	3.6e-06
191.161	4.2e-06
337.06	4.8e-06
628.856	5.4e-06
1212.45	6e-06


48.0913	0
49.8668	6e-07
53.4179	1.2e-06
60.5199	1.8e-06
74.7241	2.4e-06
103.132	3e-06
159.949	3.6e-06
273.582	4.2e-06
500.849	4.8e-06
955.381	5.4e-06
1864.45	6e-06


49.8441	0
52.3197	6e-07
57.271	1.2e-06
67.1736	1.8e-06
86.9788	2.4e-06
126.589	3e-06
205.81	3.6e-06
364.251	4.2e-06
681.135	4.8e-06
1314.9	5.4e-06
2582.43	6e-06


51.5109	0
54.6007	6e-07
60.7803	1.2e-06
73.1395	1.8e-06
97.858	2.4e-06
147.295	3e-06
246.169	3.6e-06
443.917	4.2e-06
839.412	4.8e-06
1630.4	5.4e-06
3212.39	6e-06


52.9255	0
56.3774	6e-07
63.2811	1.2e-06
77.0885	1.8e-06
104.703	2.4e-06
159.933	3e-06
270.393	3.6e-06
491.311	4.2e-06
933.149	4.8e-06
1816.82	5.4e-06
3584.18	6e-06


53.9782	0
57.43	6e-07
64.3337	1.2e-06
78.1412	1.8e-06
105.756	2.4e-06
160.986	3e-06
271.445	3.6e-06
492.364	4.2e-06
934.202	4.8e-06
1817.88	5.4e-06
3585.23	6e-06


54.6688	0
57.7586	6e-07
63.9382	1.2e-06
76.2974	1.8e-06
101.016	2.4e-06
150.453	3e-06
249.327	3.6e-06
447.074	4.2e-06
842.57	4.8e-06
1633.56	5.4e-06
3215.54	6e-06


55.1072	0
57.5829	6e-07
62.5342	1.2e-06
72.4368	1.8e-06
92.242	2.4e-06
131.852	3e-06
211.073	3.6e-06
369.515	4.2e-06
686.398	4.8e-06
1320.16	5.4e-06
2587.7	6e-06


55.4597	0
57.2352	6e-07
60.7863	1.2e-06
67.8884	1.8e-06
82.0925	2.4e-06
110.501	3e-06
167.317	3.6e-06
280.951	4.2e-06
508.217	4.8e-06
962.75	5.4e-06
1871.82	6e-06


55.8767	0
57.0165	6e-07
59.2962	1.2e-06
63.8555	1.8e-06
72.9741	2.4e-06
91.2114	3e-06
127.686	3.6e-06
200.635	4.2e-06
346.533	4.8e-06
638.33	5.4e-06
1221.92	6e-06


56.4445	0
57.0995	6e-07
58.4094	1.2e-06
61.0294	1.8e-06
66.2693	2.4e-06
76.7491	3e-06
97.7087	3.6e-06
139.628	4.2e-06
223.467	4.8e-06
391.144	5.4e-06
726.498	6e-06


57.179	0
57.5159	6e-07
58.1897	1.2e-06
59.5373	1.8e-06
62.2326	2.4e-06
67.623	3e-06
78.404	3.6e-06
99.9658	4.2e-06
143.09	4.8e-06
229.337	5.4e-06
401.832	6e-06


58.0499	0
58.205	6e-07
58.5152	1.2e-06
59.1357	1.8e-06
60.3766	2.4e-06
62.8585	3e-06
67.8222	3.6e-06
77.7496	4.2e-06
97.6045	4.8e-06
137.314	5.4e-06
216.734	6e-06


59.0113	0
59.0752	6e-07
59.2031	1.2e-06
59.4588	1.8e-06
59.9702	2.4e-06
60.993	3e-06
63.0387	3.6e-06
67.1301	4.2e-06
75.3128	4.8e-06
91.6782	5.4e-06
124.409	6e-06


60.0236	0
60.0472	6e-07
60.0943	1.2e-06
60.1887	1.8e-06
60.3773	2.4e-06
60.7547	3e-06
61.5093	3.6e-06
63.0186	4.2e-06
66.0372	4.8e-06
72.0744	5.4e-06
84.1488	6e-06


61.0604	0
61.0682	6e-07
61.0838	1.2e-06
61.1149	1.8e-06
61.1772	2.4e-06
61.3018	3e-06
61.551	3.6e-06
62.0494	4.2e-06
63.0462	4.8e-06
65.0397	5.4e-06
69.0268	6e-06


